1494595801,4.83
1494595861,4.83
1494595922,4.84
1494595982,4.83
1494596048,4.81
1494596110,4.82
1494596170,4.81
1494596231,4.82
1494596291,4.82
1494596351,4.82
1494596412,4.81
1494596472,4.81
1494596533,4.81
1494596594,4.81
1494596655,4.80
1494596715,4.80
1494596776,4.82
1494596837,4.82
1494596897,4.81
1494596959,4.81
1494597019,4.81
1494597080,4.81
1494597140,4.82
1494597201,4.82
1494597261,4.81
1494597322,4.81
1494597383,4.81
1494597443,4.81
1494597503,4.82
1494597564,4.81
1494597624,4.81
1494597685,4.82
1494597745,4.81
1494597805,4.81
1494597867,4.82
1494597928,4.81
1494597989,4.82
1494598050,4.82
1494598111,4.82
1494598171,4.82
1494598232,4.82
1494598293,4.81
1494598353,4.81
1494598414,4.81
1494598474,4.82
1494598535,4.82
1494598597,4.80
1494598658,4.80
1494598719,4.82
1494598779,4.82
1494598841,4.81
1494598903,4.82
1494598964,4.81
1494599025,4.81
1494599086,4.82
1494599147,4.81
1494599208,4.81
1494599268,4.81
1494599329,4.81
1494599389,4.81
1494599449,4.81
1494599510,4.81
1494599571,4.82
1494599631,4.82
1494599693,4.82
1494599754,4.81
1494599815,4.81
1494599876,4.81
1494599936,4.81
1494599997,4.82
1494600057,4.81
1494600117,4.81
1494600178,4.82
1494600239,4.81
1494600300,4.82
1494600361,4.82
1494600421,4.82
1494600482,4.82
1494600544,4.80
1494600605,4.80
1494600665,4.80
1494600726,4.80
1494600786,4.80
1494600847,4.80
1494600907,4.81
1494600967,4.80
1494601028,4.80
1494601088,4.80
1494601149,4.81
1494601209,4.80
1494601270,4.80
1494601330,4.80
1494601391,4.80
1494601451,4.80
1494601512,4.80
1494601572,4.80
1494601633,4.80
1494601693,4.81
1494601754,4.82
1494601815,4.82
1494601876,4.82
1494601936,4.82
1494601998,4.82
1494602058,4.82
1494602119,4.82
1494602180,4.82
1494602240,4.82
1494602301,4.82
1494602361,4.81
1494602422,4.81
1494602483,4.81
1494602543,4.81
1494602603,4.82
1494602664,4.82
1494602726,4.81
1494602786,4.81
1494602847,4.82
1494602907,4.81
1494602968,4.82
1494603028,4.81
1494603089,4.81
1494603149,4.82
1494603210,4.81
1494603271,4.81
1494603333,4.81
1494603393,4.81
1494603454,4.82
1494603514,4.81
1494603575,4.82
1494603635,4.81
1494603696,4.81
1494603756,4.81
1494603817,4.81
1494603877,4.81
1494603938,4.82
1494603999,4.81
1494604059,4.82
1494604120,4.82
1494604180,4.82
1494604241,4.81
1494604302,4.82
1494604363,4.81
1494604423,4.82
1494604483,4.82
1494604544,4.82
1494604604,4.81
1494604665,4.82
1494604726,4.82
1494604786,4.82
1494604847,4.82
1494604907,4.82
1494604968,4.81
1494605029,4.82
1494605089,4.82
1494605150,4.82
1494605210,4.82
1494605271,4.82
