1494423001,22.05
1494423061,22.04
1494423122,22.11
1494423182,22.12
1494423243,22.25
1494423303,22.23
1494423364,22.22
1494423424,22.17
1494423485,22.14
1494423545,22.09
1494423605,22.07
1494423666,22.03
1494423726,21.98
1494423787,21.99
1494423848,21.91
1494423908,21.93
1494423969,21.99
1494424029,21.99
1494424090,21.98
1494424151,21.98
1494424211,21.95
1494424272,21.98
1494424332,21.97
1494424393,21.96
1494424453,21.95
1494424514,21.99
1494424574,22.01
1494424636,22.03
1494424696,22.00
1494424757,22.01
1494424818,22.00
1494424879,22.01
1494424939,22.07
1494425000,22.10
1494425061,22.10
1494425121,22.10
1494425182,22.09
1494425242,22.10
1494425302,22.10
1494425364,22.11
1494425424,22.12
1494425487,22.13
1494425547,22.12
1494425608,22.12
1494425668,22.10
1494425729,22.10
1494425790,22.10
1494425851,22.11
1494425911,22.10
1494425972,22.10
1494426033,22.05
1494426094,22.05
1494426155,22.01
1494426216,22.00
1494426276,22.00
1494426337,22.00
1494426397,21.96
1494426458,21.96
1494426519,21.95
1494426579,22.00
1494426640,22.00
1494426700,21.99
1494426761,21.99
1494426821,21.99
1494426882,21.98
1494426942,22.00
1494427002,22.01
1494427063,22.00
1494427124,22.00
1494427185,22.00
1494427246,21.97
1494427306,21.98
1494427366,21.98
1494427427,21.97
1494427487,21.94
1494427548,21.93
1494427608,21.93
1494427669,21.92
1494427732,21.92
1494427792,21.92
1494427852,21.92
1494427913,21.93
1494427974,21.92
1494428034,21.93
1494428095,21.93
1494428157,21.91
1494428217,21.86
1494428278,21.86
1494428339,21.86
1494428400,21.87
1494428461,21.86
1494428522,21.81
1494428583,21.82
1494428644,21.79
1494428705,21.80
1494428766,21.82
1494428826,21.82
1494428888,21.82
1494428948,21.82
1494429009,21.82
1494429069,21.82
1494429130,21.82
1494429192,21.82
1494429253,21.81
1494429314,21.82
1494429375,21.82
1494429437,21.79
1494429497,21.76
1494429558,21.75
1494429619,21.76
1494429680,21.78
1494429740,21.78
1494429800,21.78
1494429860,21.87
1494429922,21.89
1494429982,21.90
1494430042,21.90
1494430103,21.87
1494430164,21.86
1494430224,21.83
1494430285,21.83
1494430346,21.84
1494430406,21.84
1494430467,21.81
1494430527,21.81
1494430588,21.82
1494430649,21.81
1494430709,21.85
1494430769,21.85
1494430830,21.84
1494430890,21.85
1494430951,21.89
1494431012,21.91
1494431072,21.91
1494431133,21.87
1494431194,21.84
1494431254,21.83
1494431314,21.84
1494431375,21.84
1494431435,21.84
1494431498,21.83
1494431559,21.83
1494431620,21.84
1494431681,21.84
1494431742,21.84
1494431802,21.84
1494431863,21.81
1494431924,21.80
1494431984,21.80
1494432044,21.83
1494432105,21.86
1494432166,21.89
1494432226,21.91
1494432287,21.88
1494432348,21.86
1494432408,21.87
1494432469,21.87
1494432530,21.89
1494432590,21.89
1494432650,21.90
1494432711,21.90
1494432772,21.88
1494432832,21.86
1494432892,21.86
1494432953,21.86
1494433013,21.88
1494433074,21.88
1494433135,21.88
1494433196,21.88
1494433258,21.88
1494433318,21.87
1494433379,21.88
1494433439,21.88
1494433500,21.88
1494433561,21.88
1494433623,21.88
1494433683,21.88
1494433744,21.88
1494433805,21.88
1494433865,21.88
1494433926,21.88
1494433987,21.88
1494434049,21.88
1494434109,21.87
1494434170,21.86
1494434230,21.85
1494434291,21.86
1494434351,21.85
1494434412,21.85
1494434473,21.88
1494434533,21.91
1494434594,21.94
1494434655,21.93
1494434715,21.91
1494434776,21.90
1494434837,21.92
1494434897,21.91
1494434958,21.91
1494435018,21.91
1494435079,21.90
1494435139,21.95
1494435199,21.97
1494435260,21.98
1494435320,21.99
1494435381,21.99
1494435442,22.00
1494435503,21.99
1494435563,21.96
1494435624,21.97
1494435686,21.98
1494435747,21.98
1494435808,21.98
1494435868,21.95
1494435929,21.96
1494435989,21.93
1494436050,21.94
1494436110,21.94
1494436171,21.94
1494436231,21.94
1494436292,21.95
1494436352,21.94
1494436413,21.94
1494436474,21.95
1494436535,21.95
1494436596,21.95
1494436656,21.97
1494436717,21.97
1494436778,21.97
1494436839,21.97
1494436899,21.97
1494436959,21.97
1494437020,21.97
1494437080,21.97
1494437141,21.97
1494437201,22.00
1494437263,22.00
1494437323,22.00
1494437384,22.00
1494437446,22.00
1494437507,21.99
1494437568,21.99
1494437629,21.99
1494437689,21.99
1494437750,22.00
1494437811,22.00
1494437872,22.00
1494437932,22.00
1494437993,22.00
1494438054,22.00
1494438114,22.00
1494438175,21.99
1494438235,22.00
1494438296,22.00
1494438356,22.00
1494438417,22.01
1494438478,22.00
1494438538,22.00
1494438599,22.01
1494438659,22.00
1494438720,22.00
1494438781,22.00
1494438842,22.00
1494438902,22.00
1494438962,22.00
1494439024,22.00
1494439084,22.00
1494439146,22.01
1494439206,22.00
1494439267,22.08
1494439328,22.08
1494439389,22.07
1494439449,22.07
1494439510,22.03
1494439571,22.06
1494439632,22.06
1494439693,22.06
1494439753,22.03
1494439814,22.04
1494439874,22.05
1494439935,22.04
1494439996,22.03
1494440056,22.03
1494440117,22.03
1494440178,22.02
1494440240,22.02
1494440300,22.02
1494440361,22.01
1494440422,22.02
1494440483,22.07
1494440543,22.07
1494440606,22.09
1494440667,22.09
1494440727,22.08
1494440789,22.09
1494440849,22.08
1494440910,22.07
1494440971,22.06
1494441031,22.03
1494441092,22.05
1494441153,22.05
1494441213,22.05
1494441274,22.05
1494441335,22.03
1494441395,22.03
1494441456,22.03
1494441516,22.03
1494441577,22.03
1494441637,22.03
1494441698,22.00
1494441758,22.00
1494441820,22.12
1494441881,22.11
1494441941,22.10
1494442003,22.10
1494442065,22.09
1494442125,22.09
1494442186,22.10
1494442246,22.15
1494442306,22.14
1494442368,22.14
1494442428,22.14
1494442489,22.14
1494442555,22.10
1494442616,22.08
1494442676,22.07
1494442737,22.08
1494442797,22.11
1494442858,22.11
1494442919,22.10
1494442980,22.10
1494443041,22.10
1494443102,22.10
1494443163,22.14
1494443225,22.17
1494443286,22.19
1494443346,22.21
1494443407,22.20
1494443468,22.20
1494443529,22.23
1494443590,22.25
1494443651,22.25
1494443711,22.24
1494443771,22.24
1494443832,22.23
1494443892,22.24
1494443953,22.23
1494444013,22.22
1494444073,22.22
1494444134,22.18
1494444195,22.18
1494444255,22.19
1494444316,22.22
1494444378,22.21
1494444438,22.21
1494444499,22.22
1494444559,22.23
1494444619,22.23
1494444680,22.25
1494444741,22.25
1494444801,22.25
1494444862,22.24
1494444923,22.25
1494444983,22.22
1494445044,22.20
1494445105,22.20
1494445165,22.24
1494445226,22.25
1494445286,22.26
1494445347,22.26
1494445408,22.27
1494445469,22.27
1494445529,22.26
1494445590,22.27
1494445650,22.26
1494445711,22.27
1494445772,22.26
1494445832,22.23
1494445893,22.23
1494445953,22.25
1494446014,22.25
1494446076,22.26
1494446136,22.25
1494446197,22.24
1494446258,22.24
1494446319,22.24
1494446379,22.22
1494446440,22.22
1494446503,22.22
1494446563,22.22
1494446624,22.22
